taxpayer_id,industry,region,years_in_business,annual_turnover_£,vat_due_£,days_late_filing,days_late_payment,reported_turnover_£,filing_consistency_score,risk_flag,estimated_tax_gap_£,risk_score,under_report_pct,risk_band,audit_priority
TX026899,Construction,North,27,2375362.0,475072.0,110,117,1047722.0,0.141562837922529,Suspicious Pattern,265527.0,100.0,0.558921124443348,Very High,43
TX063336,Construction,Scotland,6,22266.0,4453.0,110,107,11964.0,0.0450391152998598,Suspicious Pattern,2060.0,100.0,0.4626785233090811,Very High,44
TX063314,Retail,London,24,24353.0,4871.0,90,111,12742.0,0.0770435809537263,Suspicious Pattern,2322.0,100.0,0.4767790415965179,Very High,45
TX063316,Construction,Wales,27,75257.0,15051.0,105,103,32735.0,0.019068473261742,Suspicious Pattern,8504.0,100.0,0.5650238516018443,Very High,46
TX049002,Finance,Wales,17,301025.0,60205.0,247,298,38291.0,0.0189823084948552,Potential Under-Reporting,52546.0,100.0,0.8727979403704011,Very High,47
TX087695,Retail,East,5,170563.0,34113.0,103,101,79198.0,0.1527261169056422,Suspicious Pattern,18272.0,100.0,0.5356671728334985,Very High,48
TX048997,Transport,Scotland,22,232487.0,46497.0,241,191,58129.0,0.0624659948823628,Potential Under-Reporting,34871.0,100.0,0.7499688154606494,Very High,49
TX048649,Manufacturing,Scotland,8,198225.0,39645.0,83,93,90385.0,0.0275485008380729,Suspicious Pattern,21567.0,100.0,0.544028250725186,Very High,50
TX063347,Agriculture,North,10,4170.0,834.0,114,80,1906.0,0.0409608334464564,Suspicious Pattern,452.0,100.0,0.5429256594724221,Very High,51
TX007092,Agriculture,West,11,6553.0,1311.0,292,342,1134.0,0.0458475331150206,Potential Under-Reporting,1083.0,100.0,0.8269494887837632,Very High,52
TX083672,Finance,North,1,2078.0,416.0,116,107,974.0,0.0925200716204885,Suspicious Pattern,220.0,100.0,0.5312800769971127,Very High,53
TX094535,Retail,South,28,97363.0,19473.0,269,246,17601.0,0.0962303450906951,Potential Under-Reporting,15952.0,100.0,0.819222908086234,Very High,54
TX070790,Hospitality,West,14,2999969.0,599994.0,116,100,1649069.0,0.0141276457119819,Suspicious Pattern,270179.0,100.0,0.45030465314808255,Very High,55
TX020297,Construction,Scotland,19,101462.0,20292.0,98,106,43489.0,0.0420899004022264,Suspicious Pattern,11594.0,100.0,0.5713764759220201,Very High,56
TX087616,Construction,South,16,16700.0,3340.0,335,363,3833.0,0.045999184262937,Potential Under-Reporting,2573.0,100.0,0.7704790419161677,Very High,57
TX040968,Construction,West,17,8145339.0,1629068.0,338,239,2396646.0,0.0294850322529477,Potential Under-Reporting,1149738.0,100.0,0.7057647324439167,Very High,58
TX049008,Agriculture,East,21,161138.0,32228.0,115,117,84371.0,0.0597221631180942,Suspicious Pattern,15353.0,100.0,0.4764053171815463,Very High,59
TX062740,Manufacturing,West,7,218027.0,43605.0,98,96,88499.0,0.0037309799438761,Suspicious Pattern,25905.0,100.0,0.5940915574676531,Very High,60
TX049024,Professional Services,Scotland,30,110192.0,22038.0,89,85,44651.0,0.0823957245157631,Suspicious Pattern,13108.0,100.0,0.594789095397125,Very High,61
TX002939,Manufacturing,Wales,19,110646.0,22129.0,87,90,53816.0,0.0048677831051014,Suspicious Pattern,11365.0,100.0,0.513620013375992,Very High,62
TX014033,Finance,Scotland,12,501100.0,100220.0,101,85,217451.0,0.0416973562539943,Suspicious Pattern,56729.0,100.0,0.566052684094991,Very High,63
TX002926,Construction,North,11,54166.0,10833.0,327,355,11681.0,0.009425701554391,Potential Under-Reporting,8496.0,100.0,0.7843481150537237,Very High,64
TX076748,Finance,East,20,16845.0,3369.0,363,345,5021.0,0.0347071190733535,Potential Under-Reporting,2364.0,100.0,0.701929355891956,Very High,65
TX006840,Agriculture,London,25,53357.0,10671.0,115,99,21357.0,0.039187816563952,Suspicious Pattern,6399.0,100.0,0.5997338680960324,Very High,66
TX007137,Construction,London,1,1572461.0,314492.0,93,110,812430.0,0.0008694845119412,Suspicious Pattern,152006.0,100.0,0.48333853748996003,Very High,67
TX044703,Professional Services,North,22,228589.0,45718.0,90,109,102457.0,0.1333673789639441,Suspicious Pattern,25226.0,100.0,0.551785081521858,Very High,68
TX036428,Professional Services,East,1,586862.0,117372.0,352,315,115643.0,0.0622519393389059,Potential Under-Reporting,94243.0,100.0,0.802946859738746,Very High,69
TX036437,Manufacturing,East,3,22545.0,4509.0,278,255,3622.0,0.0380075570107916,Potential Under-Reporting,3784.0,100.0,0.8393435351519184,Very High,70
TX083620,Finance,North,11,135585.0,27117.0,100,104,58304.0,0.0998557265817978,Suspicious Pattern,15456.0,100.0,0.5699819301545156,Very High,71
TX002906,Retail,East,14,55587.0,11117.0,182,288,14570.0,0.0049194068215136,Potential Under-Reporting,8203.0,100.0,0.737888355190962,Very High,72
TX002882,Wholesale,East,15,606306.0,121261.0,95,103,259043.0,0.2191544581780305,Suspicious Pattern,69452.0,100.0,0.5727520426979116,Very High,73
TX087918,Construction,Wales,12,81956.0,16391.0,104,104,38621.0,0.0707176507730201,Suspicious Pattern,8666.0,100.0,0.5287593342769291,Very High,74
TX027687,Agriculture,East,22,1654991.0,330998.0,208,309,277151.0,0.0581344761693513,Potential Under-Reporting,275567.0,100.0,0.8325362494418399,Very High,75
TX062554,Hospitality,Wales,25,448618.0,89724.0,253,327,134251.0,0.0233594760677463,Potential Under-Reporting,62873.0,100.0,0.7007454003183109,Very High,76
TX003273,Retail,North,9,110311.0,22062.0,244,310,18196.0,0.0233907970792128,Potential Under-Reporting,18422.0,100.0,0.8350481819582816,Very High,77
TX062506,Transport,West,27,178062.0,35612.0,267,291,46868.0,0.0704512352238619,Potential Under-Reporting,26238.0,100.0,0.7367883096898833,Very High,78
TX041384,Agriculture,West,18,3006666.0,601333.0,101,111,1659823.0,0.028699838767518,Suspicious Pattern,269368.0,100.0,0.4479523166191389,Very High,79
TX063506,Transport,Scotland,28,285006.0,57001.0,248,363,66671.0,0.0479694854725585,Potential Under-Reporting,43666.0,100.0,0.7660715914752672,Very High,80
TX062481,Retail,North,12,51208.0,10242.0,102,84,26210.0,0.0028000992582154,Suspicious Pattern,4999.0,100.0,0.4881659115763162,Very High,81
TX062485,Transport,South,10,54508.0,10902.0,243,198,6968.0,0.0599943871370758,Potential Under-Reporting,9507.0,100.0,0.8721655536801938,Very High,82
TX003287,Manufacturing,London,27,738374.0,147675.0,192,364,218762.0,0.0767145914135863,Potential Under-Reporting,103922.0,100.0,0.7037246706953387,Very High,83
TX040853,Hospitality,West,23,108646.0,21729.0,344,261,12072.0,0.0874165224360704,Potential Under-Reporting,19314.0,100.0,0.8888868435101154,Very High,84
TX099311,Construction,South,19,100280.0,20056.0,102,115,45964.0,0.1614662059414702,Suspicious Pattern,10863.0,100.0,0.5416433984842441,Very High,85
TX091523,Construction,London,9,198480.0,39696.0,118,88,79998.0,0.1428354990726081,Suspicious Pattern,23696.0,100.0,0.5969467956469166,Very High,86
TX053680,Construction,South,6,54165.0,10833.0,110,89,22048.0,0.0448329277423458,Suspicious Pattern,6423.0,100.0,0.5929474753069325,Very High,87
TX083611,Agriculture,London,2,87254.0,17451.0,93,101,35442.0,0.0280920750501632,Suspicious Pattern,10362.0,100.0,0.5938065876636028,Very High,88
TX070319,Transport,Scotland,8,341973.0,68395.0,116,102,169764.0,0.0680881239496529,Suspicious Pattern,34441.0,100.0,0.5035748436280058,Very High,89
TX019803,Transport,West,9,446990.0,89398.0,105,114,182638.0,0.1217040936377533,Suspicious Pattern,52870.0,100.0,0.591404729412291,Very High,90
TX070258,Wholesale,Wales,22,29583.0,5917.0,83,93,13201.0,0.0670005290573806,Suspicious Pattern,3276.0,100.0,0.5537639860730825,Very High,91
TX007178,Finance,Scotland,9,204675.0,40935.0,302,211,33495.0,0.0766326739789185,Potential Under-Reporting,34235.0,100.0,0.8363503114694028,Very High,92
TX013857,Manufacturing,North,8,184789.0,36958.0,119,108,88395.0,0.0443793003699609,Suspicious Pattern,19278.0,100.0,0.5216436043270974,Very High,93
TX041402,Manufacturing,South,19,225591.0,45118.0,212,200,61135.0,0.0393206086150826,Potential Under-Reporting,32891.0,100.0,0.7290007136809535,Very High,94
TX041379,Agriculture,West,15,55169.0,11034.0,330,228,9990.0,0.0283465909186289,Potential Under-Reporting,9035.0,100.0,0.8189200456778263,Very High,95
TX093577,Retail,Scotland,11,2723212.0,544642.0,93,110,1140036.0,0.1460862430330488,Suspicious Pattern,316635.0,100.0,0.5813634781280341,Very High,96
TX040860,Wholesale,Scotland,12,410808.0,82162.0,91,106,213478.0,0.0371140659179714,Suspicious Pattern,39465.0,100.0,0.48034604973612977,Very High,97
TX083476,Agriculture,London,9,78779.0,15756.0,318,189,17494.0,0.0785994551694755,Potential Under-Reporting,12256.0,100.0,0.7779357442973381,Very High,98
TX006768,Retail,North,28,4399049.0,879810.0,103,82,1912526.0,0.0775726880008717,Suspicious Pattern,497304.0,100.0,0.5652410327777663,Very High,99
TX035843,Transport,West,11,202453.0,40491.0,95,89,101337.0,0.080204596602635,Suspicious Pattern,20223.0,100.0,0.49945419430682675,Very High,100
TX090846,Agriculture,North,24,505287.0,101057.0,267,282,77269.0,0.0291215806540574,Potential Under-Reporting,85603.0,100.0,0.847078986793644,Very High,101
TX019757,Agriculture,South,23,76539.0,15308.0,94,94,39724.0,0.0910449830009368,Suspicious Pattern,7362.0,100.0,0.4809966161042083,Very High,102
TX094526,Wholesale,South,9,26260.0,5252.0,247,337,5995.0,0.0130397410891294,Potential Under-Reporting,4052.0,100.0,0.7717060167555218,Very High,103
TX083522,Hospitality,North,22,23291.0,4658.0,202,362,3638.0,0.047230321452017,Potential Under-Reporting,3930.0,100.0,0.8438023270791293,Very High,104
TX075867,Finance,South,28,141097.0,28219.0,109,74,59502.0,0.013175061653086,Suspicious Pattern,16318.0,100.0,0.5782901124758145,Very High,105
TX063651,Professional Services,East,22,143408.0,28682.0,98,113,70929.0,0.0419873606517314,Suspicious Pattern,14495.0,100.0,0.5054041615530515,Very High,106
TX014815,Finance,East,25,314026.0,62805.0,337,272,34826.0,0.0288830685099938,Potential Under-Reporting,55839.0,100.0,0.8890983549132875,Very High,107
TX063637,Agriculture,West,25,85904.0,17181.0,116,111,46156.0,0.0518408203706388,Suspicious Pattern,7949.0,100.0,0.46270255168560254,Very High,108
TX095884,Hospitality,London,7,118550.0,23710.0,342,338,24681.0,0.0721056260833353,Potential Under-Reporting,18773.0,100.0,0.7918093631379165,Very High,109
TX013819,Wholesale,East,25,550165.0,110033.0,275,292,141648.0,0.0792146185396689,Potential Under-Reporting,81703.0,100.0,0.7425354211918243,Very High,110
TX014840,Finance,London,12,92853.0,18571.0,277,313,14739.0,0.0901624042010213,Potential Under-Reporting,15622.0,100.0,0.8412652256792995,Very High,111
TX026537,Construction,Scotland,20,482766.0,96553.0,260,234,77878.0,0.0236880609272793,Potential Under-Reporting,80977.0,100.0,0.8386837515483692,Very High,112
TX040814,Retail,Wales,14,35467.0,7093.0,362,300,8310.0,0.0751269487919818,Potential Under-Reporting,5431.0,100.0,0.7656976908111766,Very High,113
TX027886,Construction,South,17,675729.0,135146.0,292,279,127458.0,0.0305307173069565,Potential Under-Reporting,109654.0,100.0,0.8113770461235199,Very High,114
TX097386,Construction,Scotland,13,29981.0,5996.0,225,194,8280.0,0.0208793398353212,Potential Under-Reporting,4340.0,100.0,0.7238250892231747,Very High,115
TX095813,Hospitality,Wales,16,90144.0,18029.0,108,90,36148.0,0.1054264673139544,Suspicious Pattern,10799.0,100.0,0.5989971600993965,Very High,116
TX092345,Transport,North,7,57186.0,11437.0,80,95,25039.0,0.0515657940043349,Suspicious Pattern,6429.0,100.0,0.5621480782009582,Very High,117
TX054352,Finance,Wales,13,344438.0,68888.0,98,114,184051.0,0.0229564753262992,Suspicious Pattern,32077.0,100.0,0.4656483895505142,Very High,118
TX007321,Transport,East,13,21376.0,4275.0,93,110,8960.0,0.2146903399567124,Suspicious Pattern,2483.0,100.0,0.5808383233532934,Very High,119
TX035779,Manufacturing,London,8,649474.0,129895.0,181,258,106522.0,0.0726707748505858,Potential Under-Reporting,108590.0,100.0,0.8359872758570782,Very High,120
TX044626,Manufacturing,North,23,481688.0,96338.0,309,356,136745.0,0.0360173580872233,Potential Under-Reporting,68988.0,100.0,0.7161129195661923,Very High,121
TX020387,Retail,South,19,354397.0,70879.0,342,288,100109.0,0.0083461720515186,Potential Under-Reporting,50857.0,100.0,0.7175230038628995,Very High,122
TX098055,Professional Services,London,10,172089.0,34418.0,308,265,19601.0,0.0918728224606725,Potential Under-Reporting,30497.0,100.0,0.886099634491455,Very High,123
TX040787,Wholesale,Scotland,18,331046.0,66209.0,302,301,46327.0,0.0137242044175899,Potential Under-Reporting,56943.0,100.0,0.8600587229569304,Very High,124
TX003368,Construction,West,18,310245.0,62049.0,108,97,131126.0,0.1204536262138767,Suspicious Pattern,35823.0,100.0,0.5773469354864704,Very High,125
TX062283,Hospitality,East,1,410988.0,82198.0,355,252,87093.0,0.0130721349434166,Potential Under-Reporting,64778.0,100.0,0.788088703319805,Very High,126
TX063798,Professional Services,West,25,14006.0,2801.0,364,306,2264.0,0.0137883274204696,Potential Under-Reporting,2348.0,100.0,0.8383549907182636,Very High,127
TX041501,Agriculture,Wales,12,444369.0,88874.0,242,352,105254.0,0.0189325614226531,Potential Under-Reporting,67822.0,100.0,0.7631382927251901,Very High,128
TX075811,Transport,Scotland,1,50530.0,10106.0,201,333,7870.0,0.0554069142088848,Potential Under-Reporting,8531.0,100.0,0.8442509400356224,Very High,129
TX000234,Transport,London,3,248667.0,49733.0,266,305,57571.0,0.0280328362462435,Potential Under-Reporting,38219.0,100.0,0.7684815435904241,Very High,130
TX020437,Manufacturing,South,14,1574014.0,314803.0,110,98,658841.0,0.006995946003415,Suspicious Pattern,183034.0,100.0,0.5814262134898419,Very High,131
TX035748,Retail,Wales,7,298225.0,59645.0,300,311,49494.0,0.0933542639087445,Potential Under-Reporting,49746.0,100.0,0.8340380585128678,Very High,132
TX053606,Hospitality,London,5,218299.0,43660.0,104,95,105350.0,0.1418593767935891,Suspicious Pattern,22589.0,100.0,0.5174050270500552,Very High,133
TX006737,Professional Services,Wales,11,438151.0,87630.0,247,259,100007.0,0.0492455896819262,Potential Under-Reporting,67628.0,100.0,0.771752204148798,Very High,134
TX084012,Agriculture,West,6,366420.0,73284.0,91,108,194947.0,0.0098401934490373,Suspicious Pattern,34294.0,100.0,0.4679684515037389,Very High,135
TX062239,Retail,Scotland,4,448462.0,89692.0,339,212,74236.0,0.0448767769545687,Potential Under-Reporting,74845.0,100.0,0.8344653504644763,Very High,136
TX095026,Manufacturing,North,13,17704.0,3541.0,259,350,4191.0,0.0603034478524305,Potential Under-Reporting,2702.0,100.0,0.7632738364211478,Very High,137
TX095032,Wholesale,Wales,15,96211.0,19242.0,94,108,39057.0,0.0518775422093441,Suspicious Pattern,11430.0,100.0,0.5940484975730426,Very High,138
TX028003,Finance,North,7,100529.0,20106.0,110,110,55881.0,0.0340391313805715,Suspicious Pattern,8929.0,100.0,0.4441305493937073,Very High,139
TX077097,Manufacturing,East,28,99880.0,19976.0,93,92,48728.0,0.114086312914288,Suspicious Pattern,10230.0,100.0,0.5121345614737686,Very High,140
TX013684,Finance,Scotland,4,31944.0,6389.0,187,235,9529.0,0.0952151894262112,Potential Under-Reporting,4482.0,100.0,0.7016967192587027,Very High,141
TX077111,Hospitality,Wales,28,23815199.0,4763040.0,315,316,3693123.0,0.0085194888912844,Potential Under-Reporting,4024415.0,100.0,0.8449257971768365,Very High,142
TX041526,Agriculture,Wales,9,29871.0,5974.0,82,90,13818.0,0.0056551220814229,Suspicious Pattern,3210.0,100.0,0.5374108667269257,Very High,143
TX041529,Hospitality,Scotland,15,66354.0,13271.0,97,97,27206.0,0.1695399301556866,Suspicious Pattern,7829.0,100.0,0.5899870392139133,Very High,144
TX063808,Wholesale,East,2,546737.0,109347.0,258,244,163522.0,0.0378039939509951,Potential Under-Reporting,76642.0,100.0,0.7009128703563139,Very High,145
TX083394,Hospitality,North,18,1613094.0,322619.0,119,94,786146.0,0.0847453843032786,Suspicious Pattern,165389.0,100.0,0.5126471240981617,Very High,146
TX035729,Professional Services,East,12,258346.0,51669.0,98,111,122486.0,0.0324501404286733,Suspicious Pattern,27171.0,100.0,0.5258838921446433,Very High,147
TX084022,Hospitality,East,19,15695.0,3139.0,101,85,6427.0,0.0348887092867846,Suspicious Pattern,1853.0,100.0,0.5905065307422747,Very High,148
TX070959,Retail,East,27,121024.0,24205.0,337,246,24809.0,0.0331110893157313,Potential Under-Reporting,19242.0,100.0,0.7950076017979905,Very High,149
TX062153,Construction,South,28,605187.0,121037.0,248,215,97437.0,0.027732187642454,Potential Under-Reporting,101549.0,100.0,0.8389968720412038,Very High,150
TX003411,Wholesale,West,27,951295.0,190259.0,110,110,429772.0,0.0971611692294409,Suspicious Pattern,104304.0,100.0,0.5482242627155615,Very High,151
TX093549,Wholesale,London,21,22989.0,4598.0,90,92,10119.0,0.1692855922590855,Suspicious Pattern,2573.0,100.0,0.5598329635912828,Very High,152
TX063890,Professional Services,Scotland,11,687970.0,137594.0,187,286,190067.0,0.0316513820621522,Potential Under-Reporting,99580.0,100.0,0.7237277788275651,Very High,153
TX063903,Wholesale,Scotland,13,226845.0,45369.0,188,205,41334.0,0.0131425476827321,Potential Under-Reporting,37102.0,100.0,0.8177874760298882,Very High,154
TX014954,Wholesale,London,15,395799.0,79160.0,272,364,93420.0,0.0585843612250199,Potential Under-Reporting,60475.0,100.0,0.7639711065465047,Very High,155
TX062121,Professional Services,London,13,203973.0,40795.0,232,362,28657.0,0.0915492802358222,Potential Under-Reporting,35063.0,100.0,0.8595059149985538,Very High,156
TX049337,Hospitality,West,19,1062756.0,212551.0,326,291,148998.0,0.0560015198480407,Potential Under-Reporting,182751.0,100.0,0.859800368099545,Very High,157
TX062081,Finance,East,12,379470.0,75894.0,97,95,165044.0,0.2084725049662904,Suspicious Pattern,42885.0,100.0,0.5650670672253406,Very High,158
TX075666,Retail,North,30,270661.0,54132.0,83,104,130800.0,0.0251923356908416,Suspicious Pattern,27972.0,100.0,0.516738650932347,Very High,159
TX075689,Construction,Scotland,29,4924.0,985.0,116,79,2120.0,0.0311400246926837,Suspicious Pattern,560.0,100.0,0.5694557270511779,Very High,160
TX003469,Hospitality,Scotland,13,1308761.0,261752.0,324,206,328777.0,0.0729879874612688,Potential Under-Reporting,195996.0,100.0,0.7487875937623447,Very High,161
TX054470,Finance,South,1,43083.0,8617.0,97,89,18136.0,0.0116099649116663,Suspicious Pattern,4989.0,100.0,0.5790450989949633,Very High,162
TX094494,Retail,South,12,13764.0,2753.0,335,242,2519.0,0.0983172872170869,Potential Under-Reporting,2248.0,100.0,0.8169863411798896,Very High,163
TX083399,Professional Services,South,11,27359.0,5472.0,103,93,14166.0,0.0018525849863589,Suspicious Pattern,2638.0,100.0,0.4822179173215395,Very High,164
TX003482,Professional Services,Wales,25,312712.0,62542.0,112,94,129542.0,0.1281910730086892,Suspicious Pattern,36633.0,100.0,0.5857466294865563,Very High,165
TX028237,Manufacturing,East,26,548798.0,109760.0,98,90,268528.0,0.0841475405828422,Suspicious Pattern,56053.0,100.0,0.5106979252839843,Very High,166
TX061985,Agriculture,East,21,151609.0,30322.0,96,116,76280.0,0.0312489958828067,Suspicious Pattern,15065.0,100.0,0.49686364265973654,Very High,167
TX097214,Transport,London,9,31026.0,6205.0,119,105,13399.0,0.1915357295668968,Suspicious Pattern,3525.0,100.0,0.5681364017275833,Very High,168
TX061970,Agriculture,Scotland,23,1630085.0,326017.0,107,119,696844.0,0.0269719036865028,Suspicious Pattern,186648.0,100.0,0.5725106359484321,Very High,169
TX093530,Construction,West,17,25809.0,5162.0,236,328,7678.0,0.0909453303791203,Potential Under-Reporting,3626.0,100.0,0.7025068774458523,Very High,170
TX075661,Wholesale,West,6,161260.0,32252.0,87,116,68329.0,0.0480171423522498,Suspicious Pattern,18586.0,100.0,0.5762805407416595,Very High,171
TX063986,Construction,West,22,26486.0,5297.0,95,112,14293.0,0.0473272258686201,Suspicious Pattern,2438.0,100.0,0.46035641470965794,Very High,172
TX026228,Construction,London,28,144289.0,28858.0,102,104,58148.0,0.2234909481395474,Suspicious Pattern,17228.0,100.0,0.5970032365599596,Very High,173
TX064115,Professional Services,London,9,4035.0,807.0,288,315,480.0,0.0744593823170268,Potential Under-Reporting,710.0,100.0,0.8810408921933085,Very High,174
TX041647,Transport,Scotland,14,89905.0,17981.0,363,339,14641.0,0.0346669769531377,Potential Under-Reporting,15052.0,100.0,0.837150325343418,Very High,175
TX015104,Wholesale,Wales,7,79799.0,15960.0,347,345,22376.0,0.0430514436561274,Potential Under-Reporting,11484.0,100.0,0.7195954836526773,Very High,176
TX064069,Finance,North,14,195892.0,39178.0,119,118,80920.0,0.0505086433019414,Suspicious Pattern,22994.0,100.0,0.58691523900925,Very High,177
TX061979,Professional Services,South,12,25672.0,5134.0,324,194,4618.0,0.0255600168212307,Potential Under-Reporting,4210.0,100.0,0.8201153007167342,Very High,178
